shipment_id,date,region,warehouse,transport_mode,distance_km,shipment_volume_kg,promised_delivery_days,actual_delivery_days,delay_days,is_delayed,transportation_cost,fuel_surcharge_pct,customer_satisfaction,damaged_or_lost
SHP-00303,2025-05-15,West,WH-Mumbai,Road,663.1,37.7,6.13,7.54,1.41,True,453.79,4.7,4,0
SHP-00693,2025-05-16,West,WH-Mumbai,Road,1766.5,63.7,17.93,23.4,5.47,True,1000.17,7.7,3,0
SHP-00618,2025-05-16,West,WH-Bhopal,Sea,1693.2,365.7,10.77,11.96,1.19,True,429.74,11.3,5,0
SHP-01106,2025-05-16,East,WH-Bhopal,Road,823.8,303.5,11.33,12.04,0.71,True,611.09,4.3,4,0
SHP-00101,2025-05-16,South,WH-Kolkata,Air,1501.0,16.9,3.53,4.62,1.09,True,2386.66,7.9,5,0
SHP-01026,2025-05-17,Central,WH-Delhi,Road,850.6,937.3,9.24,12.23,2.99,True,1245.15,4.7,4,0
SHP-00183,2025-05-17,Central,WH-Bhopal,Road,2749.5,639.6,26.71,33.63,6.92,True,1907.64,7.1,2,0
SHP-00957,2025-05-17,West,WH-Chennai,Road,104.2,412.8,3.48,3.59,0.11,True,500.76,2.3,5,0
SHP-01170,2025-05-17,East,WH-Chennai,Rail,448.8,383.5,2.95,3.6,0.65,True,417.27,9.6,4,0
SHP-01006,2025-05-18,North,WH-Mumbai,Rail,81.5,1596.3,1.27,1.44,0.17,True,797.3,8.7,4,0
SHP-00809,2025-05-18,West,WH-Chennai,Rail,1245.4,579.4,11.05,10.63,-0.42,False,624.22,2.3,4,0
SHP-00998,2025-05-19,South,WH-Mumbai,Sea,2182.7,71.3,11.68,14.65,2.97,True,419.86,4.8,4,0
SHP-00103,2025-05-19,West,WH-Mumbai,Rail,1772.6,123.2,13.36,16.37,3.01,True,652.36,2.1,4,0
SHP-00990,2025-05-20,South,WH-Chennai,Rail,2034.9,355.7,13.99,17.81,3.82,True,799.49,9.9,3,0
SHP-00267,2025-05-20,South,WH-Mumbai,Road,2852.0,370.4,30.28,34.88,4.6,True,1657.06,4.2,3,0
SHP-01136,2025-05-21,Central,WH-Chennai,Road,2616.3,164.6,24.72,32.31,7.59,True,1399.2,9.1,3,0
SHP-00608,2025-05-21,West,WH-Delhi,Road,382.4,527.5,6.67,7.36,0.69,True,594.76,10.1,4,0
SHP-00641,2025-05-21,West,WH-Mumbai,Road,2533.4,202.8,31.21,32.48,1.27,True,1426.88,11.0,4,0
SHP-00387,2025-05-22,South,WH-Kolkata,Road,1031.6,78.9,12.77,13.2,0.43,True,543.72,9.2,5,0
SHP-00994,2025-05-22,West,WH-Chennai,Road,1234.5,349.2,12.61,16.24,3.63,True,930.64,10.4,3,0
SHP-01065,2025-05-23,West,WH-Kolkata,Road,1614.9,64.8,17.72,20.53,2.81,True,836.55,6.0,3,0
SHP-00388,2025-05-23,South,WH-Delhi,Sea,260.0,713.3,1.26,1.57,0.31,True,253.9,7.8,5,0
SHP-00148,2025-05-23,South,WH-Chennai,Air,864.0,21.8,3.31,3.72,0.41,True,1452.32,3.3,4,0
SHP-00677,2025-05-23,East,WH-Kolkata,Rail,2697.8,167.6,16.57,21.06,4.49,True,885.47,3.0,3,0
SHP-00584,2025-05-24,North,WH-Mumbai,Sea,2529.9,547.8,12.74,16.7,3.96,True,625.61,3.4,3,0
SHP-00233,2025-05-24,North,WH-Chennai,Road,1903.8,90.1,21.89,23.77,1.88,True,926.27,4.1,4,0
SHP-00465,2025-05-24,West,WH-Mumbai,Road,2639.3,146.5,31.7,33.18,1.48,True,1540.93,11.0,4,0
SHP-00426,2025-05-24,North,WH-Bhopal,Road,2293.8,115.1,29.86,28.59,-1.27,False,1230.76,11.8,4,0
SHP-00578,2025-05-24,North,WH-Kolkata,Road,2217.8,305.8,25.61,28.92,3.31,True,1405.09,7.4,3,0
SHP-00681,2025-05-24,North,WH-Bhopal,Sea,149.0,1153.8,2.24,2.2,-0.04,False,454.11,3.9,4,0
SHP-00260,2025-05-24,South,WH-Kolkata,Road,198.8,256.6,2.76,3.07,0.31,True,321.57,5.6,5,0
SHP-00703,2025-05-25,East,WH-Delhi,Road,1722.7,413.3,19.98,23.74,3.76,True,1145.23,11.0,3,0
SHP-00432,2025-05-25,Central,WH-Bhopal,Sea,2047.1,776.6,11.63,12.37,0.74,True,572.17,7.2,4,0
SHP-00753,2025-05-25,North,WH-Kolkata,Rail,2775.0,558.6,21.01,22.22,1.21,True,1201.32,8.4,4,0
SHP-01067,2025-05-25,Central,WH-Mumbai,Rail,2558.6,220.7,19.1,23.13,4.03,True,950.68,7.1,3,0
SHP-00916,2025-05-25,West,WH-Mumbai,Rail,1086.6,145.6,8.45,10.68,2.23,True,397.82,5.5,4,0
SHP-00622,2025-05-25,West,WH-Mumbai,Sea,1099.5,363.3,7.12,7.88,0.76,True,346.53,10.1,4,0
SHP-00725,2025-05-26,West,WH-Chennai,Road,1362.0,346.9,14.17,18.18,4.01,True,1000.68,8.3,4,0
SHP-00924,2025-05-26,East,WH-Delhi,Sea,2717.9,505.1,18.0,17.35,-0.65,False,687.3,3.4,4,0
SHP-00599,2025-05-26,North,WH-Bhopal,Sea,609.0,774.4,4.06,5.16,1.1,True,349.03,9.0,4,0
SHP-00671,2025-05-27,West,WH-Kolkata,Air,467.5,134.7,4.29,4.47,0.18,True,1102.38,11.5,5,0
SHP-00325,2025-05-27,North,WH-Delhi,Rail,412.6,716.9,3.32,4.35,1.03,True,468.75,7.4,4,0
SHP-00244,2025-05-27,Central,WH-Delhi,Road,2247.4,125.6,22.57,27.3,4.73,True,1238.16,5.6,2,0
SHP-00493,2025-05-27,North,WH-Mumbai,Road,2320.4,433.2,25.0,29.09,4.09,True,1450.04,7.0,3,0
SHP-00431,2025-05-27,West,WH-Mumbai,Road,1403.0,49.0,15.55,17.6,2.05,True,698.0,9.6,4,0
SHP-00273,2025-05-27,North,WH-Chennai,Road,1946.2,56.4,21.15,23.81,2.66,True,1056.53,5.4,4,0
SHP-01122,2025-05-28,South,WH-Mumbai,Road,156.8,738.1,4.1,4.13,0.03,True,665.35,10.2,5,0
SHP-00245,2025-05-28,Central,WH-Kolkata,Road,285.0,5.7,4.06,5.17,1.11,True,205.19,8.5,4,0
SHP-00646,2025-05-28,South,WH-Bhopal,Road,2193.2,188.9,20.91,26.93,6.02,True,1317.53,8.8,3,0
SHP-00241,2025-05-28,West,WH-Mumbai,Road,2460.2,495.1,33.03,31.57,-1.46,False,1624.24,9.8,4,0
SHP-00663,2025-05-29,North,WH-Kolkata,Road,2231.9,390.6,24.93,28.09,3.16,True,1488.6,8.1,4,0
SHP-01168,2025-05-29,West,WH-Kolkata,Rail,1024.4,336.9,7.43,7.91,0.48,True,545.88,9.4,4,0
SHP-00017,2025-05-30,North,WH-Delhi,Road,503.4,180.0,6.11,7.4,1.29,True,417.64,5.2,4,0
SHP-00944,2025-05-30,East,WH-Mumbai,Air,429.1,45.4,0.48,0.5,0.02,True,753.02,5.8,4,0
SHP-01199,2025-05-30,North,WH-Bhopal,Rail,2789.8,785.4,24.25,23.45,-0.8,False,1263.6,7.9,5,0
SHP-00401,2025-05-30,Central,WH-Kolkata,Rail,604.6,847.5,4.96,5.08,0.12,True,636.01,6.1,5,0
SHP-00365,2025-05-31,East,WH-Kolkata,Rail,884.5,179.0,7.86,8.02,0.16,True,374.63,7.5,5,0
SHP-00825,2025-05-31,Central,WH-Kolkata,Road,724.0,916.9,10.25,10.81,0.56,True,1004.09,6.7,4,0
SHP-00255,2025-05-31,North,WH-Kolkata,Road,1996.6,321.6,21.6,24.6,3.0,True,1321.98,9.2,3,0
SHP-00583,2025-05-31,North,WH-Mumbai,Road,2747.6,419.2,33.52,35.89,2.37,True,1680.4,2.3,4,0
SHP-00549,2025-05-31,Central,WH-Kolkata,Road,327.5,471.8,6.2,6.02,-0.18,False,500.47,3.8,4,0
SHP-00277,2025-06-01,North,WH-Chennai,Road,1079.7,491.0,9.73,12.87,3.14,True,921.48,5.9,4,0
SHP-00015,2025-06-01,North,WH-Bhopal,Air,2755.0,62.0,7.3,8.64,1.34,True,4468.79,5.1,4,0
SHP-00505,2025-06-01,West,WH-Mumbai,Road,2184.0,265.6,25.79,27.33,1.54,True,1327.88,4.4,4,1
SHP-00190,2025-06-01,West,WH-Bhopal,Road,2712.5,182.7,29.18,33.16,3.98,True,1559.85,2.2,3,0
SHP-01190,2025-06-01,West,WH-Kolkata,Road,2943.9,793.4,28.13,36.45,8.32,True,2052.95,4.0,2,1
SHP-00955,2025-06-01,North,WH-Bhopal,Road,1088.4,109.9,13.12,14.26,1.14,True,672.92,11.0,5,0
SHP-00548,2025-06-01,North,WH-Kolkata,Rail,2212.8,104.2,14.02,18.67,4.65,True,759.95,8.8,3,0
SHP-01066,2025-06-02,North,WH-Kolkata,Road,1276.5,113.3,15.35,16.01,0.66,True,677.66,11.8,5,0
SHP-00396,2025-06-02,South,WH-Bhopal,Road,931.6,393.2,10.45,12.35,1.9,True,677.1,6.8,4,0
SHP-00290,2025-06-02,South,WH-Chennai,Road,1353.5,724.6,17.38,18.81,1.43,True,1332.24,8.6,4,0
SHP-00891,2025-06-03,South,WH-Kolkata,Rail,2210.7,200.3,19.65,19.25,-0.4,False,811.74,10.5,5,0
SHP-01174,2025-06-03,North,WH-Mumbai,Rail,1084.7,1370.0,7.5,9.86,2.36,True,1003.88,3.1,4,0
SHP-00767,2025-06-03,North,WH-Mumbai,Air,1525.9,40.4,2.85,3.61,0.76,True,2434.69,10.5,5,0
SHP-01200,2025-06-03,South,WH-Delhi,Rail,2422.7,372.6,18.07,21.93,3.86,True,887.84,11.2,3,0
SHP-00464,2025-06-03,East,WH-Mumbai,Sea,786.4,657.8,5.28,5.7,0.42,True,353.52,8.8,4,1
SHP-00836,2025-06-04,South,WH-Kolkata,Road,1253.3,135.4,15.71,14.97,-0.74,False,733.63,8.4,4,0
SHP-00367,2025-06-04,West,WH-Mumbai,Road,121.4,666.8,2.97,2.98,0.01,True,535.27,5.0,5,0
SHP-00687,2025-06-05,South,WH-Bhopal,Road,1464.6,99.1,16.28,19.72,3.44,True,854.51,11.2,3,0
SHP-01108,2025-06-06,North,WH-Kolkata,Rail,145.4,679.1,2.6,3.38,0.78,True,453.0,8.2,5,0
SHP-01105,2025-06-06,West,WH-Mumbai,Road,368.2,75.2,5.86,6.38,0.52,True,155.14,7.7,4,0
SHP-01083,2025-06-06,East,WH-Kolkata,Road,2865.5,259.4,33.96,35.04,1.08,True,1692.0,8.3,5,0
SHP-01080,2025-06-06,South,WH-Kolkata,Road,2431.7,490.4,28.79,29.15,0.36,True,1610.37,11.4,4,0
SHP-00092,2025-06-06,West,WH-Kolkata,Road,2080.8,217.0,25.36,27.31,1.95,True,1212.17,10.4,4,0
SHP-00333,2025-06-07,East,WH-Mumbai,Rail,2955.5,124.0,20.85,24.76,3.91,True,975.2,2.8,3,0
SHP-00430,2025-06-07,South,WH-Bhopal,Road,2683.2,394.5,37.26,35.58,-1.68,False,1573.22,6.9,5,0
SHP-00310,2025-06-07,Central,WH-Delhi,Road,1683.3,242.0,20.54,21.64,1.1,True,1067.92,10.0,4,0
SHP-01098,2025-06-08,West,WH-Chennai,Rail,1805.1,1156.4,11.9,14.63,2.73,True,1194.48,11.7,3,0
SHP-00219,2025-06-09,East,WH-Kolkata,Road,2905.9,123.1,33.21,35.32,2.11,True,1609.44,5.8,4,0
SHP-00192,2025-06-09,East,WH-Mumbai,Road,260.2,261.8,3.84,4.1,0.26,True,285.07,4.5,5,0
SHP-00153,2025-06-09,South,WH-Kolkata,Rail,1101.4,641.4,8.8,8.85,0.05,True,766.97,4.0,5,0
SHP-00659,2025-06-09,South,WH-Delhi,Air,2792.0,177.8,7.88,10.22,2.34,True,4881.84,6.4,5,1
SHP-00269,2025-06-09,West,WH-Bhopal,Road,1056.0,589.9,13.5,14.25,0.75,True,947.51,8.9,4,0
SHP-00838,2025-06-09,South,WH-Mumbai,Road,2651.6,245.9,27.29,32.6,5.31,True,1492.07,4.3,3,0
SHP-00503,2025-06-09,Central,WH-Chennai,Air,2796.7,74.8,9.49,9.94,0.45,True,4547.7,7.7,5,0
SHP-01195,2025-06-10,East,WH-Chennai,Road,363.1,85.9,5.42,5.5,0.08,True,305.39,11.0,4,0
SHP-00280,2025-06-10,North,WH-Delhi,Road,1909.7,183.0,20.84,24.43,3.59,True,1117.56,9.6,3,0
SHP-00298,2025-06-10,East,WH-Mumbai,Road,996.2,248.3,14.34,14.39,0.05,True,668.88,7.5,5,0
SHP-01002,2025-06-10,South,WH-Kolkata,Sea,1788.0,278.0,12.03,12.18,0.15,True,372.32,7.7,5,1
SHP-00349,2025-06-10,South,WH-Chennai,Rail,2097.5,914.7,14.87,17.72,2.85,True,1096.88,8.3,3,0
SHP-00024,2025-06-10,South,WH-Bhopal,Road,281.1,99.1,4.21,5.33,1.12,True,219.97,6.0,4,0
SHP-00769,2025-06-11,North,WH-Mumbai,Road,1206.3,128.6,13.71,15.72,2.01,True,773.93,11.2,4,0
SHP-00072,2025-06-11,South,WH-Kolkata,Road,1384.3,415.1,12.93,16.62,3.69,True,1053.82,7.3,3,0
SHP-00594,2025-06-12,West,WH-Chennai,Road,165.3,1095.2,3.64,4.27,0.63,True,920.36,5.7,4,0
SHP-00295,2025-06-12,West,WH-Mumbai,Road,2919.2,49.8,36.85,36.9,0.05,True,1548.28,2.7,4,0
SHP-00507,2025-06-12,South,WH-Kolkata,Road,2545.6,675.8,27.13,31.17,4.04,True,1823.79,4.6,3,0
SHP-00105,2025-06-12,North,WH-Delhi,Road,2308.7,398.7,23.8,28.32,4.52,True,1432.14,8.0,3,0
SHP-00540,2025-06-13,East,WH-Kolkata,Rail,134.3,78.5,1.18,1.3,0.12,True,152.08,10.8,5,0
SHP-00669,2025-06-13,East,WH-Bhopal,Road,1730.1,60.4,17.54,22.68,5.14,True,921.71,9.8,3,0
SHP-00691,2025-06-13,South,WH-Delhi,Rail,1339.7,574.8,11.31,11.56,0.25,True,663.32,9.8,4,0
SHP-00750,2025-06-14,West,WH-Kolkata,Sea,1436.4,682.3,9.44,10.28,0.84,True,406.69,3.7,4,0
SHP-00616,2025-06-14,Central,WH-Kolkata,Road,358.4,295.3,5.29,6.29,1.0,True,483.5,2.2,4,0
SHP-00185,2025-06-14,Central,WH-Bhopal,Road,1497.5,129.2,15.03,19.92,4.89,True,876.87,9.9,3,0
SHP-01044,2025-06-14,West,WH-Bhopal,Rail,501.7,619.4,4.52,4.43,-0.09,False,460.84,11.3,4,0
SHP-00800,2025-06-15,Central,WH-Chennai,Road,2862.0,115.4,37.14,36.75,-0.39,False,1549.41,9.5,4,0
SHP-00047,2025-06-16,West,WH-Delhi,Road,764.8,42.1,7.44,9.57,2.13,True,393.31,5.6,4,0
SHP-00633,2025-06-16,Central,WH-Kolkata,Rail,2445.1,808.1,17.37,20.93,3.56,True,1132.01,9.4,3,0
SHP-00609,2025-06-17,Central,WH-Mumbai,Road,1751.8,254.8,22.11,22.86,0.75,True,1040.27,8.4,4,0
SHP-01009,2025-06-17,Central,WH-Delhi,Road,225.5,397.1,3.29,3.25,-0.04,False,379.64,6.0,4,0
SHP-00514,2025-06-17,West,WH-Delhi,Sea,1502.5,283.4,9.48,9.06,-0.42,False,375.81,10.8,5,0
SHP-00297,2025-06-18,Central,WH-Bhopal,Road,403.8,262.7,4.7,6.18,1.48,True,410.84,2.3,4,0
SHP-00032,2025-06-19,South,WH-Delhi,Road,1429.9,101.1,19.48,19.47,-0.01,False,816.47,11.3,5,0
SHP-00845,2025-06-19,North,WH-Delhi,Road,589.7,281.6,8.7,9.02,0.32,True,465.53,10.5,4,0
SHP-00374,2025-06-19,West,WH-Kolkata,Road,2229.8,126.3,23.69,29.71,6.02,True,1234.98,8.1,3,0
SHP-00610,2025-06-19,West,WH-Chennai,Road,170.8,122.6,2.49,2.89,0.4,True,233.38,10.9,5,0
SHP-00407,2025-06-19,North,WH-Kolkata,Road,212.6,344.6,3.55,4.35,0.8,True,313.7,2.2,4,0
SHP-00160,2025-06-19,South,WH-Chennai,Road,2945.3,336.4,34.65,36.71,2.06,True,1726.67,7.1,3,0
SHP-01142,2025-06-20,West,WH-Delhi,Road,2179.8,208.4,25.74,26.92,1.18,True,1270.3,8.7,4,0
SHP-00149,2025-06-20,North,WH-Delhi,Air,2719.6,26.2,9.11,9.04,-0.07,False,4388.86,3.4,4,0
SHP-01007,2025-06-21,North,WH-Kolkata,Road,2340.8,219.9,23.68,28.74,5.06,True,1366.28,5.9,3,0
SHP-00121,2025-06-21,North,WH-Kolkata,Rail,1441.4,205.7,10.78,12.47,1.69,True,612.43,10.4,4,0
SHP-00217,2025-06-21,West,WH-Chennai,Road,535.5,122.4,4.27,5.04,0.77,True,385.06,9.6,4,0
SHP-00189,2025-06-21,South,WH-Chennai,Road,2833.5,82.0,35.87,36.91,1.04,True,1385.8,2.4,4,0
SHP-00331,2025-06-21,East,WH-Delhi,Rail,89.9,95.2,2.61,2.59,-0.02,False,20.0,6.9,5,0
SHP-00979,2025-06-22,East,WH-Bhopal,Road,2219.5,389.2,22.11,27.42,5.31,True,1435.43,9.8,2,0
SHP-00383,2025-06-22,South,WH-Bhopal,Air,1538.1,139.8,4.42,5.63,1.21,True,2759.64,3.5,4,0
SHP-00758,2025-06-22,North,WH-Delhi,Rail,1340.2,775.6,12.22,12.52,0.3,True,815.52,8.0,4,0
SHP-01112,2025-06-22,North,WH-Kolkata,Road,1452.1,445.2,19.25,18.76,-0.49,False,1006.75,3.0,5,0
SHP-00640,2025-06-22,South,WH-Mumbai,Road,2192.3,146.7,21.37,27.88,6.51,True,1234.17,6.9,3,0
SHP-00658,2025-06-22,East,WH-Mumbai,Road,837.4,513.9,11.44,11.49,0.05,True,841.43,7.8,5,0
SHP-00660,2025-06-22,Central,WH-Kolkata,Air,558.7,112.7,4.56,4.62,0.06,True,1154.21,2.2,5,0
SHP-00360,2025-06-23,North,WH-Bhopal,Rail,1530.4,822.1,12.27,12.84,0.57,True,845.97,3.5,4,0
SHP-00607,2025-06-23,West,WH-Delhi,Sea,1248.0,230.3,8.71,8.78,0.07,True,301.89,10.9,5,0
SHP-00036,2025-06-24,North,WH-Chennai,Sea,1392.6,123.2,10.56,10.38,-0.18,False,325.03,3.4,4,0
SHP-00307,2025-06-25,West,WH-Kolkata,Rail,747.2,628.8,7.71,8.47,0.76,True,616.76,2.2,4,0
SHP-00372,2025-06-25,East,WH-Chennai,Road,1788.4,219.0,21.21,23.54,2.33,True,1119.11,4.8,4,0
SHP-00728,2025-06-26,North,WH-Delhi,Road,2768.2,201.2,27.06,33.74,6.68,True,1589.0,5.4,2,0
SHP-00737,2025-06-26,North,WH-Bhopal,Road,1827.9,386.2,22.83,24.94,2.11,True,1234.42,3.7,4,0
SHP-00568,2025-06-26,West,WH-Delhi,Road,1844.6,299.9,19.53,25.09,5.56,True,1144.3,10.3,3,0
SHP-01196,2025-06-26,South,WH-Chennai,Road,2081.5,87.3,26.57,26.53,-0.04,False,1061.37,3.9,4,0
SHP-00544,2025-06-26,South,WH-Kolkata,Road,1208.1,172.6,15.09,14.58,-0.51,False,677.02,10.8,5,0
SHP-00696,2025-06-27,North,WH-Delhi,Air,2101.0,70.9,7.2,7.24,0.04,True,3556.89,3.1,4,0
SHP-00506,2025-06-27,South,WH-Delhi,Road,858.4,283.8,9.84,9.8,-0.04,False,700.43,5.6,5,0
SHP-01003,2025-06-27,South,WH-Kolkata,Road,1390.5,319.0,15.66,17.13,1.47,True,998.29,7.8,4,0
SHP-01076,2025-06-28,West,WH-Kolkata,Sea,1257.2,220.1,6.73,8.28,1.55,True,322.19,11.8,4,0
SHP-00138,2025-06-28,North,WH-Bhopal,Rail,898.8,350.6,6.27,8.12,1.85,True,415.56,3.0,4,1
SHP-01060,2025-06-28,West,WH-Bhopal,Road,1116.3,103.0,13.41,13.52,0.11,True,636.42,7.0,5,0
SHP-01188,2025-06-28,Central,WH-Chennai,Road,2631.1,117.9,28.89,32.94,4.05,True,1412.37,10.7,3,0
SHP-00509,2025-06-28,Central,WH-Bhopal,Road,853.1,173.0,8.7,10.93,2.23,True,515.78,6.0,3,0
SHP-01192,2025-06-29,East,WH-Kolkata,Rail,2699.5,168.4,19.91,24.44,4.53,True,867.15,7.6,3,0
SHP-00936,2025-06-29,South,WH-Chennai,Road,2645.8,203.7,32.57,32.72,0.15,True,1474.39,7.1,5,0
SHP-00490,2025-06-29,East,WH-Kolkata,Sea,711.9,475.8,5.8,6.4,0.6,True,297.71,10.7,4,1
SHP-00880,2025-06-29,North,WH-Kolkata,Road,1007.4,217.9,11.83,13.48,1.65,True,733.96,3.3,4,0
SHP-00195,2025-06-29,North,WH-Delhi,Rail,355.4,82.3,2.9,3.8,0.9,True,118.09,11.0,4,0
SHP-00406,2025-06-29,East,WH-Mumbai,Road,2216.0,335.4,22.1,27.91,5.81,True,1341.5,9.2,2,0
SHP-00588,2025-06-30,Central,WH-Mumbai,Rail,2427.0,2277.2,21.11,21.91,0.8,True,1986.01,5.6,4,0
SHP-00342,2025-06-30,South,WH-Chennai,Sea,1200.8,724.6,8.11,9.71,1.6,True,347.7,6.3,4,1
SHP-01189,2025-07-01,South,WH-Bhopal,Road,2441.9,357.2,31.61,30.78,-0.83,False,1474.03,4.8,5,1
SHP-01163,2025-07-01,Central,WH-Mumbai,Road,1054.3,148.5,10.95,13.39,2.44,True,585.27,5.2,3,0
SHP-00632,2025-07-01,West,WH-Kolkata,Road,1729.4,381.2,21.86,22.36,0.5,True,1151.83,8.6,5,0
SHP-00826,2025-07-02,Central,WH-Mumbai,Rail,2606.0,669.8,20.02,24.46,4.44,True,1134.39,6.3,3,0
SHP-00554,2025-07-02,East,WH-Mumbai,Road,1265.7,33.2,16.72,16.87,0.15,True,625.59,7.3,5,0
SHP-00224,2025-07-03,South,WH-Kolkata,Road,2485.1,257.3,28.25,31.02,2.77,True,1505.75,9.5,4,0
SHP-00810,2025-07-03,West,WH-Delhi,Road,420.3,309.3,4.85,6.1,1.25,True,510.19,11.9,4,0
SHP-01103,2025-07-03,West,WH-Bhopal,Rail,135.1,683.1,4.14,4.35,0.21,True,388.59,8.2,4,0
SHP-00831,2025-07-03,South,WH-Delhi,Sea,787.7,482.7,5.06,5.46,0.4,True,303.64,9.2,5,0
SHP-00467,2025-07-04,West,WH-Bhopal,Sea,2875.6,1020.7,17.0,19.22,2.22,True,805.04,11.4,4,0
SHP-00397,2025-07-05,Central,WH-Mumbai,Road,619.3,388.5,6.16,8.09,1.93,True,670.86,7.3,5,0
SHP-00590,2025-07-05,Central,WH-Chennai,Road,922.7,133.0,11.75,13.21,1.46,True,606.39,9.0,4,0
SHP-00694,2025-07-05,South,WH-Bhopal,Sea,213.3,684.3,1.85,2.31,0.46,True,228.52,2.1,5,0
SHP-00237,2025-07-06,South,WH-Bhopal,Rail,2949.9,1334.7,23.09,25.55,2.46,True,1652.54,5.4,4,0
SHP-00205,2025-07-06,Central,WH-Chennai,Sea,2582.5,1095.1,13.17,17.12,3.95,True,827.22,9.0,3,0
SHP-00893,2025-07-06,East,WH-Bhopal,Road,2055.2,36.3,22.56,25.86,3.3,True,1052.56,11.3,4,0
SHP-00155,2025-07-06,South,WH-Mumbai,Road,2887.6,184.2,36.72,35.63,-1.09,False,1628.75,8.0,5,0
SHP-00566,2025-07-06,East,WH-Chennai,Road,705.1,350.7,9.91,9.54,-0.37,False,648.59,4.3,5,0
SHP-00345,2025-07-07,North,WH-Mumbai,Road,504.7,600.7,7.07,6.76,-0.31,False,685.39,10.0,5,0
SHP-00033,2025-07-07,East,WH-Delhi,Road,854.7,65.7,11.74,12.02,0.28,True,596.44,7.6,5,0
SHP-00090,2025-07-07,South,WH-Chennai,Road,675.5,341.6,8.85,8.76,-0.09,False,653.78,9.6,4,0
SHP-00457,2025-07-08,North,WH-Bhopal,Rail,1655.3,405.3,10.89,13.12,2.23,True,716.11,10.4,4,0
SHP-00006,2025-07-08,South,WH-Mumbai,Rail,2211.5,865.5,18.26,18.89,0.63,True,1182.87,9.6,4,0
SHP-00399,2025-07-09,Central,WH-Delhi,Road,1867.9,234.2,18.88,25.0,6.12,True,1165.3,11.7,2,0
SHP-00080,2025-07-09,North,WH-Kolkata,Sea,998.5,551.2,6.64,8.44,1.8,True,293.11,4.1,4,0
SHP-00651,2025-07-09,North,WH-Bhopal,Road,1000.7,277.1,11.15,12.98,1.83,True,711.24,9.0,4,0
SHP-00174,2025-07-09,North,WH-Mumbai,Sea,2665.5,1205.0,14.14,17.1,2.96,True,870.1,8.5,4,0
SHP-00035,2025-07-09,North,WH-Delhi,Sea,2669.1,259.6,15.34,16.94,1.6,True,635.14,4.1,4,0
SHP-00550,2025-07-09,East,WH-Mumbai,Rail,2856.6,289.0,19.81,23.08,3.27,True,1113.37,7.1,3,1
SHP-00652,2025-07-10,South,WH-Chennai,Rail,2924.2,229.9,20.36,24.97,4.61,True,1024.1,9.7,4,0
SHP-00347,2025-07-10,West,WH-Bhopal,Road,1568.3,235.2,18.57,18.74,0.17,True,1009.14,11.3,4,0
SHP-00069,2025-07-10,South,WH-Delhi,Road,2984.1,365.9,28.23,37.4,9.17,True,1707.51,2.3,1,0
SHP-00702,2025-07-11,North,WH-Bhopal,Road,373.4,828.7,4.53,5.93,1.4,True,870.88,5.0,5,0
SHP-00788,2025-07-11,East,WH-Mumbai,Road,2541.0,190.9,24.24,31.85,7.61,True,1370.68,9.2,2,0
SHP-00905,2025-07-11,South,WH-Kolkata,Air,1918.7,125.9,6.31,6.52,0.21,True,3330.1,4.9,5,0
SHP-00458,2025-07-11,North,WH-Delhi,Sea,73.6,263.4,0.75,0.77,0.02,True,115.47,10.3,5,0
SHP-00022,2025-07-11,East,WH-Delhi,Road,103.1,179.1,1.71,1.79,0.08,True,235.22,3.4,4,0
SHP-00328,2025-07-11,East,WH-Kolkata,Rail,2343.1,622.6,20.92,20.48,-0.44,False,1145.22,3.6,5,0
SHP-00542,2025-07-11,South,WH-Delhi,Sea,1081.3,832.0,6.66,7.78,1.12,True,411.92,4.1,4,1
SHP-00613,2025-07-13,Central,WH-Delhi,Road,2521.7,518.9,25.02,31.74,6.72,True,1747.2,7.6,2,0
SHP-00293,2025-07-13,North,WH-Chennai,Rail,65.9,377.4,2.03,2.2,0.17,True,125.81,4.0,5,0
SHP-00975,2025-07-13,North,WH-Chennai,Rail,1900.8,669.8,14.79,15.38,0.59,True,821.51,2.8,5,0
SHP-00304,2025-07-14,East,WH-Chennai,Road,2449.6,355.7,25.36,29.94,4.58,True,1474.62,8.0,3,0
SHP-00835,2025-07-14,West,WH-Chennai,Air,1734.4,856.9,6.46,6.79,0.33,True,4903.81,9.7,4,0
SHP-00833,2025-07-14,Central,WH-Delhi,Sea,1561.3,1233.1,10.15,10.38,0.23,True,676.05,3.4,4,0
SHP-00533,2025-07-15,Central,WH-Chennai,Road,1615.6,91.9,22.71,21.85,-0.86,False,909.47,7.9,5,0
SHP-01088,2025-07-15,East,WH-Kolkata,Road,1898.6,720.1,21.79,23.12,1.33,True,1510.38,10.9,4,0
SHP-00418,2025-07-15,East,WH-Kolkata,Rail,153.8,405.4,2.61,3.09,0.48,True,220.88,2.7,4,0
SHP-00713,2025-07-16,West,WH-Bhopal,Road,1057.6,155.6,9.95,12.41,2.46,True,638.69,3.1,4,0
SHP-00743,2025-07-16,East,WH-Kolkata,Sea,2606.7,243.2,16.26,18.81,2.55,True,594.1,4.5,3,0
SHP-00946,2025-07-17,Central,WH-Mumbai,Sea,2080.6,1711.8,10.02,12.84,2.82,True,848.11,11.5,4,0
SHP-00231,2025-07-17,South,WH-Bhopal,Road,2508.0,271.9,28.67,30.6,1.93,True,1568.41,2.2,4,0
